,point,Building,Equipment_Type,Equipment_Number,Sensor_Type
1541,ARC.AHU.AHU01.Supply Fan VFD Frequency,ARC,AHU,AHU01,Supply Fan VFD Frequency
1542,ARC.AHU.AHU02.Cooling Valve Output,ARC,AHU,AHU02,Cooling Valve Output
1543,ARC.AHU.AHU02.Economizer Mode,ARC,AHU,AHU02,Economizer Mode
1544,ARC.AHU.AHU02.Heating Valve Output,ARC,AHU,AHU02,Heating Valve Output
1545,ARC.AHU.AHU02.Mixed Air Damper Output,ARC,AHU,AHU02,Mixed Air Damper Output
1546,ARC.AHU.AHU02.Mixed Air Temp,ARC,AHU,AHU02,Mixed Air Temp
1547,ARC.AHU.AHU02.Outside Air Temp,ARC,AHU,AHU02,Outside Air Temp
1548,ARC.AHU.AHU02.Outside Air Temp Virt,ARC,AHU,AHU02,Outside Air Temp Virt
1549,ARC.AHU.AHU02.Return Air Fan Start/Stop,ARC,AHU,AHU02,Return Air Fan Start/Stop
1550,ARC.AHU.AHU02.Return Air Fan VFD Power HP,ARC,AHU,AHU02,Return Air Fan VFD Power HP
1552,ARC.AHU.AHU02.Return Air Fan VFD:DRIVE KWH,ARC,AHU,AHU02,Return Air Fan VFD:DRIVE KWH
1555,ARC.AHU.AHU02.Return Air Temp,ARC,AHU,AHU02,Return Air Temp
1556,ARC.AHU.AHU02.Return Fan VFD Frequency,ARC,AHU,AHU02,Return Fan VFD Frequency
1557,ARC.AHU.AHU02.Supply Air Fan Start/Stop,ARC,AHU,AHU02,Supply Air Fan Start/Stop
1558,ARC.AHU.AHU02.Supply Air Fan VFD Power HP,ARC,AHU,AHU02,Supply Air Fan VFD Power HP
1559,ARC.AHU.AHU02.Supply Air Fan VFD:DRIVE KWH,ARC,AHU,AHU02,Supply Air Fan VFD:DRIVE KWH
1560,ARC.AHU.AHU02.Supply Air Pressure,ARC,AHU,AHU02,Supply Air Pressure
1561,ARC.AHU.AHU02.Supply Air Pressure Sp,ARC,AHU,AHU02,Supply Air Pressure Sp
1562,ARC.AHU.AHU02.Supply Air Temp,ARC,AHU,AHU02,Supply Air Temp
1563,ARC.AHU.AHU02.Supply Air Temp Sp,ARC,AHU,AHU02,Supply Air Temp Sp
1564,ARC.AHU.AHU02.Supply Fan VFD Frequency,ARC,AHU,AHU02,Supply Fan VFD Frequency
1565,ARC.AHU.AHU03.Cooling Valve Output,ARC,AHU,AHU03,Cooling Valve Output
1566,ARC.AHU.AHU03.Economizer Mode,ARC,AHU,AHU03,Economizer Mode
1567,ARC.AHU.AHU03.Heating Valve Output,ARC,AHU,AHU03,Heating Valve Output
1568,ARC.AHU.AHU03.Mixed Air Damper Output,ARC,AHU,AHU03,Mixed Air Damper Output
1569,ARC.AHU.AHU03.Mixed Air Temp,ARC,AHU,AHU03,Mixed Air Temp
1570,ARC.AHU.AHU03.Outside Air Temp,ARC,AHU,AHU03,Outside Air Temp
1571,ARC.AHU.AHU03.Outside Air Temp Virt,ARC,AHU,AHU03,Outside Air Temp Virt
1572,ARC.AHU.AHU03.Return Air Fan VFD Power HP,ARC,AHU,AHU03,Return Air Fan VFD Power HP
1573,ARC.AHU.AHU03.Return Air Fan VFD:DRIVE KWH,ARC,AHU,AHU03,Return Air Fan VFD:DRIVE KWH
1574,ARC.AHU.AHU03.Return Air Temp,ARC,AHU,AHU03,Return Air Temp
1575,ARC.AHU.AHU03.Return Fan VFD Frequency,ARC,AHU,AHU03,Return Fan VFD Frequency
1576,ARC.AHU.AHU03.SAT1,ARC,AHU,AHU03,SAT1
1577,ARC.AHU.AHU03.Supply Air Fan Start/Stop,ARC,AHU,AHU03,Supply Air Fan Start/Stop
1578,ARC.AHU.AHU03.Supply Air Fan VFD Power HP,ARC,AHU,AHU03,Supply Air Fan VFD Power HP
1579,ARC.AHU.AHU03.Supply Air Fan VFD:DRIVE KWH,ARC,AHU,AHU03,Supply Air Fan VFD:DRIVE KWH
1581,ARC.AHU.AHU03.Supply Air Temp,ARC,AHU,AHU03,Supply Air Temp
1582,ARC.AHU.AHU03.Supply Air Temp Sp,ARC,AHU,AHU03,Supply Air Temp Sp
1583,ARC.AHU.AHU03.Supply Fan VFD Frequency,ARC,AHU,AHU03,Supply Fan VFD Frequency
1584,ARC.AHU.AHU03.Supply Fan VFD Speed,ARC,AHU,AHU03,Supply Fan VFD Speed
1585,ARC.AHU.AHU04.Cooling Valve Output,ARC,AHU,AHU04,Cooling Valve Output
1586,ARC.AHU.AHU04.Economizer Mode,ARC,AHU,AHU04,Economizer Mode
1587,ARC.AHU.AHU04.Heating Valve Output,ARC,AHU,AHU04,Heating Valve Output
1588,ARC.AHU.AHU04.Mixed Air Damper Output,ARC,AHU,AHU04,Mixed Air Damper Output
1589,ARC.AHU.AHU04.Mixed Air Temp,ARC,AHU,AHU04,Mixed Air Temp
1590,ARC.AHU.AHU04.Outside Air Temp,ARC,AHU,AHU04,Outside Air Temp
1591,ARC.AHU.AHU04.Outside Air Temp Virt,ARC,AHU,AHU04,Outside Air Temp Virt
1592,ARC.AHU.AHU04.Return Air Fan VFD Power HP,ARC,AHU,AHU04,Return Air Fan VFD Power HP
1593,ARC.AHU.AHU04.Return Air Fan VFD:DRIVE KWH,ARC,AHU,AHU04,Return Air Fan VFD:DRIVE KWH
1594,ARC.AHU.AHU04.Return Air Temp,ARC,AHU,AHU04,Return Air Temp
1595,ARC.AHU.AHU04.Return Fan VFD Frequency,ARC,AHU,AHU04,Return Fan VFD Frequency
1596,ARC.AHU.AHU04.Return Fan VFD Speed,ARC,AHU,AHU04,Return Fan VFD Speed
1597,ARC.AHU.AHU04.Supply Air Fan Start/Stop,ARC,AHU,AHU04,Supply Air Fan Start/Stop
1598,ARC.AHU.AHU04.Supply Air Fan VFD Power HP,ARC,AHU,AHU04,Supply Air Fan VFD Power HP
1599,ARC.AHU.AHU04.Supply Air Fan VFD:DRIVE KWH,ARC,AHU,AHU04,Supply Air Fan VFD:DRIVE KWH
1600,ARC.AHU.AHU04.Supply Air Temp,ARC,AHU,AHU04,Supply Air Temp
1601,ARC.AHU.AHU04.Supply Air Temp Sp,ARC,AHU,AHU04,Supply Air Temp Sp
1602,ARC.AHU.AHU04.Supply Fan VFD Frequency,ARC,AHU,AHU04,Supply Fan VFD Frequency
1603,ARC.AHU.AHU04.Supply Fan VFD Speed,ARC,AHU,AHU04,Supply Fan VFD Speed
1604,ARC.AHU.AHU05.Cooling Valve Output,ARC,AHU,AHU05,Cooling Valve Output
1605,ARC.AHU.AHU05.Economizer Mode,ARC,AHU,AHU05,Economizer Mode
1606,ARC.AHU.AHU05.Heating Valve Output,ARC,AHU,AHU05,Heating Valve Output
1607,ARC.AHU.AHU05.Mixed Air Damper Output,ARC,AHU,AHU05,Mixed Air Damper Output
1608,ARC.AHU.AHU05.Mixed Air Temp,ARC,AHU,AHU05,Mixed Air Temp
1609,ARC.AHU.AHU05.Outside Air Temp,ARC,AHU,AHU05,Outside Air Temp
1610,ARC.AHU.AHU05.Outside Air Temp Virt,ARC,AHU,AHU05,Outside Air Temp Virt
1611,ARC.AHU.AHU05.Return Air Fan VFD Power HP,ARC,AHU,AHU05,Return Air Fan VFD Power HP
1612,ARC.AHU.AHU05.Return Air Fan VFD:DRIVE KWH,ARC,AHU,AHU05,Return Air Fan VFD:DRIVE KWH
1613,ARC.AHU.AHU05.Return Air Temp,ARC,AHU,AHU05,Return Air Temp
1614,ARC.AHU.AHU05.Return Fan VFD Frequency,ARC,AHU,AHU05,Return Fan VFD Frequency
1615,ARC.AHU.AHU05.Return Fan VFD Speed,ARC,AHU,AHU05,Return Fan VFD Speed
1616,ARC.AHU.AHU05.Supply Air Fan Start/Stop,ARC,AHU,AHU05,Supply Air Fan Start/Stop
1617,ARC.AHU.AHU05.Supply Air Fan VFD Power HP,ARC,AHU,AHU05,Supply Air Fan VFD Power HP
1618,ARC.AHU.AHU05.Supply Air Fan VFD:DRIVE KWH,ARC,AHU,AHU05,Supply Air Fan VFD:DRIVE KWH
1619,ARC.AHU.AHU05.Supply Air Pressure,ARC,AHU,AHU05,Supply Air Pressure
1620,ARC.AHU.AHU05.Supply Air Pressure Sp,ARC,AHU,AHU05,Supply Air Pressure Sp
1621,ARC.AHU.AHU05.Supply Air Temp,ARC,AHU,AHU05,Supply Air Temp
1622,ARC.AHU.AHU05.Supply Air Temp Sp,ARC,AHU,AHU05,Supply Air Temp Sp
1623,ARC.AHU.AHU05.Supply Fan VFD Frequency,ARC,AHU,AHU05,Supply Fan VFD Frequency
1624,ARC.AHU.AHU05.Supply Fan VFD Speed,ARC,AHU,AHU05,Supply Fan VFD Speed
1625,ARC.AHU.AHU06.Cooling Valve Output,ARC,AHU,AHU06,Cooling Valve Output
1626,ARC.AHU.AHU06.Heating Valve Output,ARC,AHU,AHU06,Heating Valve Output
1627,ARC.AHU.AHU06.Outside Air Temp,ARC,AHU,AHU06,Outside Air Temp
1628,ARC.AHU.AHU06.Outside Air Temp Virt,ARC,AHU,AHU06,Outside Air Temp Virt
1629,ARC.AHU.AHU06.Supply Air Fan Start/Stop,ARC,AHU,AHU06,Supply Air Fan Start/Stop
1630,ARC.AHU.AHU06.Supply Air Fan VFD Power HP,ARC,AHU,AHU06,Supply Air Fan VFD Power HP
1631,ARC.AHU.AHU06.Supply Air Fan VFD:DRIVE KWH,ARC,AHU,AHU06,Supply Air Fan VFD:DRIVE KWH
1632,ARC.AHU.AHU06.Supply Air Temp,ARC,AHU,AHU06,Supply Air Temp
1633,ARC.AHU.AHU06.Supply Air Temp Sp,ARC,AHU,AHU06,Supply Air Temp Sp
1634,ARC.AHU.AHU06.Supply Fan VFD Frequency,ARC,AHU,AHU06,Supply Fan VFD Frequency
1635,ARC.AHU.AHU06.Supply Fan VFD Output,ARC,AHU,AHU06,Supply Fan VFD Output
1636,ARC.AHU.AHU06.Supply Fan VFD Speed,ARC,AHU,AHU06,Supply Fan VFD Speed
1637,ARC.AHU.AHU07.Cooling Valve Output,ARC,AHU,AHU07,Cooling Valve Output
1638,ARC.AHU.AHU07.Economizer Mode,ARC,AHU,AHU07,Economizer Mode
1639,ARC.AHU.AHU07.Heating Valve Output,ARC,AHU,AHU07,Heating Valve Output
1640,ARC.AHU.AHU07.Mixed Air Damper Output,ARC,AHU,AHU07,Mixed Air Damper Output
1641,ARC.AHU.AHU07.Mixed Air Temp,ARC,AHU,AHU07,Mixed Air Temp
1642,ARC.AHU.AHU07.Outside Air Temp,ARC,AHU,AHU07,Outside Air Temp
1643,ARC.AHU.AHU07.Outside Air Temp Virt,ARC,AHU,AHU07,Outside Air Temp Virt
1644,ARC.AHU.AHU07.Return Air Fan VFD Power HP,ARC,AHU,AHU07,Return Air Fan VFD Power HP
1645,ARC.AHU.AHU07.Return Air Fan VFD:DRIVE KWH,ARC,AHU,AHU07,Return Air Fan VFD:DRIVE KWH
1646,ARC.AHU.AHU07.Return Air Temp,ARC,AHU,AHU07,Return Air Temp
1647,ARC.AHU.AHU07.Return Fan VFD Frequency,ARC,AHU,AHU07,Return Fan VFD Frequency
1648,ARC.AHU.AHU07.Return Fan VFD Speed,ARC,AHU,AHU07,Return Fan VFD Speed
1649,ARC.AHU.AHU07.Supply Air Fan Start/Stop,ARC,AHU,AHU07,Supply Air Fan Start/Stop
1650,ARC.AHU.AHU07.Supply Air Fan VFD Power HP,ARC,AHU,AHU07,Supply Air Fan VFD Power HP
1651,ARC.AHU.AHU07.Supply Air Fan VFD:DRIVE KWH,ARC,AHU,AHU07,Supply Air Fan VFD:DRIVE KWH
1652,ARC.AHU.AHU07.Supply Air Pressure,ARC,AHU,AHU07,Supply Air Pressure
1653,ARC.AHU.AHU07.Supply Air Pressure Sp,ARC,AHU,AHU07,Supply Air Pressure Sp
1654,ARC.AHU.AHU07.Supply Air Temp,ARC,AHU,AHU07,Supply Air Temp
1655,ARC.AHU.AHU07.Supply Air Temp Sp,ARC,AHU,AHU07,Supply Air Temp Sp
1656,ARC.AHU.AHU07.Supply Fan VFD Frequency,ARC,AHU,AHU07,Supply Fan VFD Frequency
1657,ARC.AHU.AHU07.Supply Fan VFD Speed,ARC,AHU,AHU07,Supply Fan VFD Speed
2373,ARSM3.AHU.AHU01.Cooling Valve Output,ARSM3,AHU,AHU01,Cooling Valve Output
2374,ARSM3.AHU.AHU01.Heating Valve Output,ARSM3,AHU,AHU01,Heating Valve Output
2375,ARSM3.AHU.AHU01.Supply Air Fan Start/Stop,ARSM3,AHU,AHU01,Supply Air Fan Start/Stop
2376,ARSM3.AHU.AHU01.Supply Air Pressure,ARSM3,AHU,AHU01,Supply Air Pressure
2377,ARSM3.AHU.AHU01.Supply Air Temp,ARSM3,AHU,AHU01,Supply Air Temp
2378,ARSM3.AHU.AHU02.Cooling Valve Output,ARSM3,AHU,AHU02,Cooling Valve Output
2379,ARSM3.AHU.AHU02.Heating Valve Output,ARSM3,AHU,AHU02,Heating Valve Output
2380,ARSM3.AHU.AHU02.Supply Air Fan Start/Stop,ARSM3,AHU,AHU02,Supply Air Fan Start/Stop
2381,ARSM3.AHU.AHU02.Supply Air Pressure,ARSM3,AHU,AHU02,Supply Air Pressure
2382,ARSM3.AHU.AHU02.Supply Air Temp,ARSM3,AHU,AHU02,Supply Air Temp
2422,ART.AHU.AHU01.CCV,ART,AHU,AHU01,CCV
2423,ART.AHU.AHU01.CDS,ART,AHU,AHU01,CDS
2424,ART.AHU.AHU01.CDT,ART,AHU,AHU01,CDT
2425,ART.AHU.AHU01.Chilled Water Return Temp,ART,AHU,AHU01,Chilled Water Return Temp
2426,ART.AHU.AHU01.Cooling Valve Output,ART,AHU,AHU01,Cooling Valve Output
2427,ART.AHU.AHU01.HCV,ART,AHU,AHU01,HCV
2429,ART.AHU.AHU01.Heating Valve Output,ART,AHU,AHU01,Heating Valve Output
2430,ART.AHU.AHU01.Hot Deck Air Temp Sp,ART,AHU,AHU01,Hot Deck Air Temp Sp
2431,ART.AHU.AHU01.Hot Deck Temp,ART,AHU,AHU01,Hot Deck Temp
2432,ART.AHU.AHU01.Outside Air Temp Virt,ART,AHU,AHU01,Outside Air Temp Virt
2433,ART.AHU.AHU01.RSP1,ART,AHU,AHU01,RSP1
2434,ART.AHU.AHU01.RSP2,ART,AHU,AHU01,RSP2
2435,ART.AHU.AHU01.RSP3,ART,AHU,AHU01,RSP3
2436,ART.AHU.AHU01.Supply Air Fan Start/Stop,ART,AHU,AHU01,Supply Air Fan Start/Stop
2437,ART.AHU.AHU01.Supply Air Pressure,ART,AHU,AHU01,Supply Air Pressure
2438,ART.AHU.AHU01.Supply Air Pressure Sp,ART,AHU,AHU01,Supply Air Pressure Sp
2439,ART.AHU.AHU01.Supply Fan Speed,ART,AHU,AHU01,Supply Fan Speed
2440,ART.AHU.AHU01.ZN1 COLDDMP,ART,AHU,AHU01,ZN1 COLDDMP
2441,ART.AHU.AHU01.ZN1 HOTDMP,ART,AHU,AHU01,ZN1 HOTDMP
2443,ART.AHU.AHU01.ZN2 COLDDMP,ART,AHU,AHU01,ZN2 COLDDMP
2444,ART.AHU.AHU01.ZN2 HOTDMP,ART,AHU,AHU01,ZN2 HOTDMP
2446,ART.AHU.AHU01.ZN3 COLDDMP,ART,AHU,AHU01,ZN3 COLDDMP
2447,ART.AHU.AHU01.ZN3 HOTDMP,ART,AHU,AHU01,ZN3 HOTDMP
2449,ART.AHU.AHU02.CCV,ART,AHU,AHU02,CCV
2450,ART.AHU.AHU02.CDS,ART,AHU,AHU02,CDS
2451,ART.AHU.AHU02.CDT,ART,AHU,AHU02,CDT
2452,ART.AHU.AHU02.Chilled Water Return Temp,ART,AHU,AHU02,Chilled Water Return Temp
2453,ART.AHU.AHU02.Cooling Valve Output,ART,AHU,AHU02,Cooling Valve Output
2454,ART.AHU.AHU02.HCV,ART,AHU,AHU02,HCV
2456,ART.AHU.AHU02.Heating Valve Output,ART,AHU,AHU02,Heating Valve Output
2457,ART.AHU.AHU02.Hot Deck Air Temp Sp,ART,AHU,AHU02,Hot Deck Air Temp Sp
2458,ART.AHU.AHU02.Hot Deck Temp,ART,AHU,AHU02,Hot Deck Temp
2459,ART.AHU.AHU02.Outside Air Temp Virt,ART,AHU,AHU02,Outside Air Temp Virt
2460,ART.AHU.AHU02.RSP4,ART,AHU,AHU02,RSP4
2461,ART.AHU.AHU02.RSP5,ART,AHU,AHU02,RSP5
2462,ART.AHU.AHU02.RSP6,ART,AHU,AHU02,RSP6
2463,ART.AHU.AHU02.Supply Air Fan Start/Stop,ART,AHU,AHU02,Supply Air Fan Start/Stop
2464,ART.AHU.AHU02.Supply Air Pressure,ART,AHU,AHU02,Supply Air Pressure
2465,ART.AHU.AHU02.Supply Air Pressure Sp,ART,AHU,AHU02,Supply Air Pressure Sp
2466,ART.AHU.AHU02.Supply Fan Speed,ART,AHU,AHU02,Supply Fan Speed
2467,ART.AHU.AHU02.ZN4 HOTDMP,ART,AHU,AHU02,ZN4 HOTDMP
2469,ART.AHU.AHU02.ZN5 HOTDMP,ART,AHU,AHU02,ZN5 HOTDMP
2471,ART.AHU.AHU02.ZN6 HOTDMP,ART,AHU,AHU02,ZN6 HOTDMP
2473,ART.AHU.AHU03.CCV,ART,AHU,AHU03,CCV
2474,ART.AHU.AHU03.CDS,ART,AHU,AHU03,CDS
2475,ART.AHU.AHU03.CDT,ART,AHU,AHU03,CDT
2476,ART.AHU.AHU03.Chilled Water Return Temp,ART,AHU,AHU03,Chilled Water Return Temp
2477,ART.AHU.AHU03.Cooling Valve Output,ART,AHU,AHU03,Cooling Valve Output
2478,ART.AHU.AHU03.HCV,ART,AHU,AHU03,HCV
2480,ART.AHU.AHU03.Heating Valve Output,ART,AHU,AHU03,Heating Valve Output
2481,ART.AHU.AHU03.Hot Deck Air Temp Sp,ART,AHU,AHU03,Hot Deck Air Temp Sp
2482,ART.AHU.AHU03.Hot Deck Temp,ART,AHU,AHU03,Hot Deck Temp
2483,ART.AHU.AHU03.Outside Air Temp Virt,ART,AHU,AHU03,Outside Air Temp Virt
2484,ART.AHU.AHU03.RSP7,ART,AHU,AHU03,RSP7
2485,ART.AHU.AHU03.RSP8,ART,AHU,AHU03,RSP8
2486,ART.AHU.AHU03.RSP9,ART,AHU,AHU03,RSP9
2487,ART.AHU.AHU03.Supply Air Fan Start/Stop,ART,AHU,AHU03,Supply Air Fan Start/Stop
2488,ART.AHU.AHU03.Supply Air Pressure,ART,AHU,AHU03,Supply Air Pressure
2489,ART.AHU.AHU03.Supply Fan Speed,ART,AHU,AHU03,Supply Fan Speed
2490,ART.AHU.AHU03.ZN7 HOTDMP,ART,AHU,AHU03,ZN7 HOTDMP
2491,ART.AHU.AHU03.ZN8 HOTDMP,ART,AHU,AHU03,ZN8 HOTDMP
2492,ART.AHU.AHU03.ZN9 HOTDMP,ART,AHU,AHU03,ZN9 HOTDMP
2574,ARTX.AHU.AHU01.Cooling Valve Output,ARTX,AHU,AHU01,Cooling Valve Output
2575,ARTX.AHU.AHU01.Mixed Air Temp,ARTX,AHU,AHU01,Mixed Air Temp
2576,ARTX.AHU.AHU01.Outside Air Temp,ARTX,AHU,AHU01,Outside Air Temp
2577,ARTX.AHU.AHU01.Return Air Temp,ARTX,AHU,AHU01,Return Air Temp
2578,ARTX.AHU.AHU01.Supply Air Fan Start/Stop,ARTX,AHU,AHU01,Supply Air Fan Start/Stop
2579,ARTX.AHU.AHU01.Supply Air Pressure,ARTX,AHU,AHU01,Supply Air Pressure
2580,ARTX.AHU.AHU01.Supply Air Temp,ARTX,AHU,AHU01,Supply Air Temp
2581,ARTX.AHU.AHU02.Cooling Valve Output,ARTX,AHU,AHU02,Cooling Valve Output
2582,ARTX.AHU.AHU02.Mixed Air Temp,ARTX,AHU,AHU02,Mixed Air Temp
2583,ARTX.AHU.AHU02.Outside Air Temp,ARTX,AHU,AHU02,Outside Air Temp
2584,ARTX.AHU.AHU02.Return Air Temp,ARTX,AHU,AHU02,Return Air Temp
2585,ARTX.AHU.AHU02.Supply Air Fan Start/Stop,ARTX,AHU,AHU02,Supply Air Fan Start/Stop
2586,ARTX.AHU.AHU02.Supply Air Pressure,ARTX,AHU,AHU02,Supply Air Pressure
2587,ARTX.AHU.AHU02.Supply Air Temp,ARTX,AHU,AHU02,Supply Air Temp
2715,ASMUN.AHU.AC02.Mixed Air Damper,ASMUN,AHU,AC02,Mixed Air Damper
2716,ASMUN.AHU.AC02.Outside Air Temp,ASMUN,AHU,AC02,Outside Air Temp
2717,ASMUN.AHU.AC02.Return Air Temp,ASMUN,AHU,AC02,Return Air Temp
2718,ASMUN.AHU.AC03.Outside Air Temp,ASMUN,AHU,AC03,Outside Air Temp
2719,ASMUN.AHU.AC04.Outside Air Temp,ASMUN,AHU,AC04,Outside Air Temp
2720,ASMUN.AHU.AC2.CCV,ASMUN,AHU,AC2,CCV
2721,ASMUN.AHU.AC2.Economizer Mode,ASMUN,AHU,AC2,Economizer Mode
2722,ASMUN.AHU.AC2.FIL,ASMUN,AHU,AC2,FIL
2723,ASMUN.AHU.AC2.Heating Valve Output,ASMUN,AHU,AC2,Heating Valve Output
2724,ASMUN.AHU.AC2.MOD,ASMUN,AHU,AC2,MOD
2725,ASMUN.AHU.AC2.RAF,ASMUN,AHU,AC2,RAF
2726,ASMUN.AHU.AC2.Supply Air Fan Start/Stop,ASMUN,AHU,AC2,Supply Air Fan Start/Stop
2727,ASMUN.AHU.AC2.Supply Air Temp,ASMUN,AHU,AC2,Supply Air Temp
2728,ASMUN.AHU.AC2.Supply Air Temp Sp,ASMUN,AHU,AC2,Supply Air Temp Sp
2729,ASMUN.AHU.AC3.CCV,ASMUN,AHU,AC3,CCV
2730,ASMUN.AHU.AC3.FIL,ASMUN,AHU,AC3,FIL
2731,ASMUN.AHU.AC3.Heating Valve Output,ASMUN,AHU,AC3,Heating Valve Output
2732,ASMUN.AHU.AC3.MOD,ASMUN,AHU,AC3,MOD
2733,ASMUN.AHU.AC3.Supply Air Fan Start/Stop,ASMUN,AHU,AC3,Supply Air Fan Start/Stop
2734,ASMUN.AHU.AC3.Supply Air Temp,ASMUN,AHU,AC3,Supply Air Temp
2735,ASMUN.AHU.AC3.Supply Air Temp Sp,ASMUN,AHU,AC3,Supply Air Temp Sp
2736,ASMUN.AHU.AC4.CCV,ASMUN,AHU,AC4,CCV
2737,ASMUN.AHU.AC4.FIL,ASMUN,AHU,AC4,FIL
2738,ASMUN.AHU.AC4.Heating Valve Output,ASMUN,AHU,AC4,Heating Valve Output
2739,ASMUN.AHU.AC4.MOD,ASMUN,AHU,AC4,MOD
2740,ASMUN.AHU.AC4.Supply Air Fan Start/Stop,ASMUN,AHU,AC4,Supply Air Fan Start/Stop
2741,ASMUN.AHU.AC4.Supply Air Temp,ASMUN,AHU,AC4,Supply Air Temp
2742,ASMUN.AHU.AC4.Supply Air Temp Sp,ASMUN,AHU,AC4,Supply Air Temp Sp
2743,ASMUN.AHU.AC4.ZSP,ASMUN,AHU,AC4,ZSP
2744,ASMUN.AHU.SF1.Supply Air Fan Start/Stop,ASMUN,AHU,SF1,Supply Air Fan Start/Stop
3099,Bainer.AHU.AC01.Supply Air Fan Start/Stop,Bainer,AHU,AC01,Supply Air Fan Start/Stop
3100,Bainer.AHU.AC02.Supply Air Fan Start/Stop,Bainer,AHU,AC02,Supply Air Fan Start/Stop
3101,Bainer.AHU.AC03.Supply Air Fan Start/Stop,Bainer,AHU,AC03,Supply Air Fan Start/Stop
3102,Bainer.AHU.AC04.Supply Air Fan Start/Stop,Bainer,AHU,AC04,Supply Air Fan Start/Stop
3103,Bainer.AHU.AC05.Supply Air Fan Start/Stop,Bainer,AHU,AC05,Supply Air Fan Start/Stop
3104,Bainer.AHU.AC06.Supply Air Fan Start/Stop,Bainer,AHU,AC06,Supply Air Fan Start/Stop
3105,Bainer.AHU.AC07.Supply Air Fan Start/Stop,Bainer,AHU,AC07,Supply Air Fan Start/Stop
3106,Bainer.AHU.AC08.Supply Air Fan Start/Stop,Bainer,AHU,AC08,Supply Air Fan Start/Stop
3107,Bainer.AHU.AC09.Supply Air Fan Start/Stop,Bainer,AHU,AC09,Supply Air Fan Start/Stop
3108,Bainer.AHU.AC10.Supply Air Fan Start/Stop,Bainer,AHU,AC10,Supply Air Fan Start/Stop
3109,Bainer.AHU.AC11.Supply Air Fan Start/Stop,Bainer,AHU,AC11,Supply Air Fan Start/Stop
3110,Bainer.AHU.AC12.Supply Air Fan Start/Stop,Bainer,AHU,AC12,Supply Air Fan Start/Stop
3111,Bainer.AHU.AC13.Supply Air Fan Start/Stop,Bainer,AHU,AC13,Supply Air Fan Start/Stop
3112,Bainer.AHU.AC14.Supply Air Fan Start/Stop,Bainer,AHU,AC14,Supply Air Fan Start/Stop
3113,Bainer.AHU.AC15.Supply Air Fan Start/Stop,Bainer,AHU,AC15,Supply Air Fan Start/Stop
3793,BIXB.AHU.AHU01.Cooling Valve Output,BIXB,AHU,AHU01,Cooling Valve Output
3794,BIXB.AHU.AHU01.Heating Valve Output,BIXB,AHU,AHU01,Heating Valve Output
3795,BIXB.AHU.AHU01.Mixed Air Temp,BIXB,AHU,AHU01,Mixed Air Temp
3796,BIXB.AHU.AHU01.Outside Air Temp,BIXB,AHU,AHU01,Outside Air Temp
3797,BIXB.AHU.AHU01.Supply Air Fan Start/Stop,BIXB,AHU,AHU01,Supply Air Fan Start/Stop
3798,BIXB.AHU.AHU01.Supply Air Temp,BIXB,AHU,AHU01,Supply Air Temp
3852,BJ1.AHU.AHU01.Cooling Valve Output,BJ1,AHU,AHU01,Cooling Valve Output
3853,BJ1.AHU.AHU01.Heating Valve Output,BJ1,AHU,AHU01,Heating Valve Output
3855,BJ1.AHU.AHU01.Supply Air Fan Start/Stop,BJ1,AHU,AHU01,Supply Air Fan Start/Stop
3856,BJ1.AHU.AHU01.Supply Air Fan VFD Power KW,BJ1,AHU,AHU01,Supply Air Fan VFD Power KW
3858,BJ1.AHU.AHU01.Supply Air Fan VFD:KWH,BJ1,AHU,AHU01,Supply Air Fan VFD:KWH
3859,BJ1.AHU.AHU01.Supply Fan VFD Frequency,BJ1,AHU,AHU01,Supply Fan VFD Frequency
3860,BJ1.AHU.AHU02.Cooling Valve Output,BJ1,AHU,AHU02,Cooling Valve Output
3861,BJ1.AHU.AHU02.Heating Valve Output,BJ1,AHU,AHU02,Heating Valve Output
3863,BJ1.AHU.AHU02.Supply Air Fan Start/Stop,BJ1,AHU,AHU02,Supply Air Fan Start/Stop
3864,BJ1.AHU.AHU02.Supply Air Fan VFD Power KW,BJ1,AHU,AHU02,Supply Air Fan VFD Power KW
3866,BJ1.AHU.AHU02.Supply Air Fan VFD:KWH,BJ1,AHU,AHU02,Supply Air Fan VFD:KWH
3867,BJ1.AHU.AHU02.Supply Fan VFD Frequency,BJ1,AHU,AHU02,Supply Fan VFD Frequency
3868,BJ1.AHU.AHU1_2.Outside Air Temp,BJ1,AHU,AHU1_2,Outside Air Temp
3869,BJ1.AHU.AHU1_2.SATO,BJ1,AHU,AHU1_2,SATO
3870,BJ1.AHU.AHU1_2.Supply Air Pressure,BJ1,AHU,AHU1_2,Supply Air Pressure
3871,BJ1.AHU.AHU1_2.Supply Air Pressure Sp,BJ1,AHU,AHU1_2,Supply Air Pressure Sp
3872,BJ1.AHU.AHU1_2.Supply Air Temp,BJ1,AHU,AHU1_2,Supply Air Temp
3873,BJ1.AHU.AHU1_2.Supply Air Temp Sp,BJ1,AHU,AHU1_2,Supply Air Temp Sp
3875,BJ1.AHU.EF1.EFVFD:FREQ OUTPUT,BJ1,AHU,EF1,EFVFD:FREQ OUTPUT
3876,BJ1.AHU.EF1.EFVFD:KWH,BJ1,AHU,EF1,EFVFD:KWH
