,point,Building,Equipment_Type,Sensor_Type
10988,CRUS.CHW.EOLDP,CRUS,CHW,EOLDP
10989,CRUS.CHW.EOLDP SP,CRUS,CHW,EOLDP SP
10991,CRUS.CHW.OA ENABLE,CRUS,CHW,OA ENABLE
11940,DH.CHW.BLDG DP,DH,CHW,BLDG DP
11941,DH.CHW.BRIDGE,DH,CHW,BRIDGE
11942,DH.CHW.BTONS,DH,CHW,BTONS
11943,DH.CHW.Building Chilled Water Flow,DH,CHW,Building Chilled Water Flow
11944,DH.CHW.Building Chilled Water Return Temp,DH,CHW,Building Chilled Water Return Temp
11945,DH.CHW.Building Chilled Water Supply Temp,DH,CHW,Building Chilled Water Supply Temp
11946,DH.CHW.Building Chilled Water Supply Temp Sp,DH,CHW,Building Chilled Water Supply Temp Sp
11947,DH.CHW.ECONOMIZER,DH,CHW,ECONOMIZER
11948,DH.CHW.ENABLE,DH,CHW,ENABLE
11949,DH.CHW.EOLDP 1,DH,CHW,EOLDP 1
11950,DH.CHW.EOLDP SP,DH,CHW,EOLDP SP
11951,DH.CHW.LEADLAG,DH,CHW,LEADLAG
11952,DH.CHW.Loop Chilled Water Flow,DH,CHW,Loop Chilled Water Flow
11953,DH.CHW.Loop Chilled Water Return Temp,DH,CHW,Loop Chilled Water Return Temp
11954,DH.CHW.Loop Chilled Water Return Temp Sp,DH,CHW,Loop Chilled Water Return Temp Sp
11955,DH.CHW.Loop Chilled Water Supply Temp,DH,CHW,Loop Chilled Water Supply Temp
11956,DH.CHW.Loop Chilled Water Supply Temp Sp,DH,CHW,Loop Chilled Water Supply Temp Sp
11957,DH.CHW.LOOP DP,DH,CHW,LOOP DP
11958,DH.CHW.LTONS,DH,CHW,LTONS
11959,DH.CHW.OA ENABLE,DH,CHW,OA ENABLE
11960,DH.CHW.Outside Air Temp,DH,CHW,Outside Air Temp
11961,DH.CHW.Pump1_SPEED,DH,CHW,Pump1_SPEED
11962,DH.CHW.Pump1_SPEED FB,DH,CHW,Pump1_SPEED FB
11963,DH.CHW.Pump1_Start/Stop,DH,CHW,Pump1_Start/Stop
11964,DH.CHW.Pump2_SPEED,DH,CHW,Pump2_SPEED
11965,DH.CHW.Pump2_SPEED FB,DH,CHW,Pump2_SPEED FB
11966,DH.CHW.Pump2_Start/Stop,DH,CHW,Pump2_Start/Stop
11967,DH.CHW.PUMP RET PSI,DH,CHW,PUMP RET PSI
11968,DH.CHW.PUMP SUP PSI,DH,CHW,PUMP SUP PSI
12094,DRAMA.CHW.BLDGDP,DRAMA,CHW,BLDGDP
12095,DRAMA.CHW.BRIDGE,DRAMA,CHW,BRIDGE
12096,DRAMA.CHW.Building Chilled Water Flow,DRAMA,CHW,Building Chilled Water Flow
12097,DRAMA.CHW.Building Chilled Water Return Temp,DRAMA,CHW,Building Chilled Water Return Temp
12098,DRAMA.CHW.Building Chilled Water Supply Temp,DRAMA,CHW,Building Chilled Water Supply Temp
12099,DRAMA.CHW.Building Chilled Water Supply Temp Sp,DRAMA,CHW,Building Chilled Water Supply Temp Sp
12100,DRAMA.CHW.Pump1_SPEED,DRAMA,CHW,Pump1_SPEED
12101,DRAMA.CHW.Pump1_Start/Stop,DRAMA,CHW,Pump1_Start/Stop
12102,DRAMA.CHW.ECONO DP,DRAMA,CHW,ECONO DP
12103,DRAMA.CHW.ECONOMIZER,DRAMA,CHW,ECONOMIZER
12104,DRAMA.CHW.EOLDP,DRAMA,CHW,EOLDP
12105,DRAMA.CHW.EOLDP SP,DRAMA,CHW,EOLDP SP
12106,DRAMA.CHW.LFLOW,DRAMA,CHW,LFLOW
12107,DRAMA.CHW.Loop Chilled Water Return Temp,DRAMA,CHW,Loop Chilled Water Return Temp
12108,DRAMA.CHW.Loop Chilled Water Supply Temp,DRAMA,CHW,Loop Chilled Water Supply Temp
12109,DRAMA.CHW.LOOPDP,DRAMA,CHW,LOOPDP
12110,DRAMA.CHW.OA ENABLE,DRAMA,CHW,OA ENABLE
12111,DRAMA.CHW.Outside Air Temp,DRAMA,CHW,Outside Air Temp
12112,DRAMA.CHW.SYS ENABLE,DRAMA,CHW,SYS ENABLE
13782,EPS.CHW.1ST STAGE,EPS,CHW,1ST STAGE
13783,EPS.CHW.2ND STAGE,EPS,CHW,2ND STAGE
13784,EPS.CHW.3RD STAGE,EPS,CHW,3RD STAGE
13785,EPS.CHW.BAVGFLOW,EPS,CHW,BAVGFLOW
13786,EPS.CHW.BCHWDT,EPS,CHW,BCHWDT
13787,EPS.CHW.BCHWSO,EPS,CHW,BCHWSO
13788,EPS.CHW.BCHWUSAGE,EPS,CHW,BCHWUSAGE
13789,EPS.CHW.BRIDGE,EPS,CHW,BRIDGE
13790,EPS.CHW.BRIDGEO,EPS,CHW,BRIDGEO
13791,EPS.CHW.BTONS,EPS,CHW,BTONS
13792,EPS.CHW.BTU_DELTA TEMP,EPS,CHW,BTU_DELTA TEMP
13793,EPS.CHW.BTU_ENERGY RATE,EPS,CHW,BTU_ENERGY RATE
13794,EPS.CHW.BTU_OPRATINGMODE,EPS,CHW,BTU_OPRATINGMODE
13795,EPS.CHW.BTU_VOLUME RATE,EPS,CHW,BTU_VOLUME RATE
13796,EPS.CHW.Building Chilled Water Flow,EPS,CHW,Building Chilled Water Flow
13797,EPS.CHW.Building Chilled Water Return Temp,EPS,CHW,Building Chilled Water Return Temp
13798,EPS.CHW.Building Chilled Water Supply Temp,EPS,CHW,Building Chilled Water Supply Temp
13799,EPS.CHW.Building Chilled Water Supply Temp Sp,EPS,CHW,Building Chilled Water Supply Temp Sp
13800,EPS.CHW.CAMPUSDP,EPS,CHW,CAMPUSDP
13801,EPS.CHW.Pump1_SPEED,EPS,CHW,Pump1_SPEED
13802,EPS.CHW.Pump1_SPEEDO,EPS,CHW,Pump1_SPEEDO
13803,EPS.CHW.Pump1_Start/Stop,EPS,CHW,Pump1_Start/Stop
13804,EPS.CHW.CHWP1_CURRENT,EPS,CHW,CHWP1_CURRENT
13805,EPS.CHW.CHWP1_DRIVE KWH,EPS,CHW,CHWP1_DRIVE KWH
13806,EPS.CHW.CHWP1_DRIVE MWH,EPS,CHW,CHWP1_DRIVE MWH
13807,EPS.CHW.CHWP1_FREQ OUTPUT,EPS,CHW,CHWP1_FREQ OUTPUT
13808,EPS.CHW.CHWP1_PCT OUTPUT,EPS,CHW,CHWP1_PCT OUTPUT
13809,EPS.CHW.CHWP1_POWER,EPS,CHW,CHWP1_POWER
13810,EPS.CHW.CHWP1_SPEED,EPS,CHW,CHWP1_SPEED
13811,EPS.CHW.Pump2_SPEED,EPS,CHW,Pump2_SPEED
13812,EPS.CHW.Pump2_SPEEDO,EPS,CHW,Pump2_SPEEDO
13813,EPS.CHW.Pump2_Start/Stop,EPS,CHW,Pump2_Start/Stop
13814,EPS.CHW.CHWP2_CURRENT,EPS,CHW,CHWP2_CURRENT
13815,EPS.CHW.CHWP2_DRIVE KWH,EPS,CHW,CHWP2_DRIVE KWH
13816,EPS.CHW.CHWP2_DRIVE MWH,EPS,CHW,CHWP2_DRIVE MWH
13817,EPS.CHW.CHWP2_FREQ OUTPUT,EPS,CHW,CHWP2_FREQ OUTPUT
13818,EPS.CHW.CHWP2_PCT OUTPUT,EPS,CHW,CHWP2_PCT OUTPUT
13819,EPS.CHW.CHWP2_POWER,EPS,CHW,CHWP2_POWER
13820,EPS.CHW.CHWP2_SPEED,EPS,CHW,CHWP2_SPEED
13821,EPS.CHW.Pump3_Start/Stop,EPS,CHW,Pump3_Start/Stop
13822,EPS.CHW.Cooling Valve Output,EPS,CHW,Cooling Valve Output
13823,EPS.CHW.ECONOMIZER,EPS,CHW,ECONOMIZER
13824,EPS.CHW.ECONOMIZERO,EPS,CHW,ECONOMIZERO
13825,EPS.CHW.ENABLE,EPS,CHW,ENABLE
13826,EPS.CHW.EOLDP,EPS,CHW,EOLDP
13827,EPS.CHW.EOLDPADJ,EPS,CHW,EOLDPADJ
13828,EPS.CHW.EOLDPAVG,EPS,CHW,EOLDPAVG
13829,EPS.CHW.EOLDPO,EPS,CHW,EOLDPO
13830,EPS.CHW.EOLDPS,EPS,CHW,EOLDPS
13831,EPS.CHW.OA ENABLE,EPS,CHW,OA ENABLE
13832,EPS.CHW.Outside Air Temp,EPS,CHW,Outside Air Temp
13833,EPS.CHW.PUMPENABLE,EPS,CHW,PUMPENABLE
14196,EU2.CHW.BTONS,EU2,CHW,BTONS
14197,EU2.CHW.Building Chilled Water Flow,EU2,CHW,Building Chilled Water Flow
